item,Phon,LDTrt,LDTpe,NMGrt,PDMrt,FLPrt,freqfilms,freqbooks,Nlett,Nphon,OLD20,PLD20,AoA,Freqsubj,IMA
cidre,sidR,697.1,0.03,437.7,1133.1,711.4,2,3.99,5,4,1.85,1.6,9.9,3.1,6.4
ciel,sjEl,601.2,0.06,434.4,1096.0,592.8,142.22,301.76,4,4,1.75,1.35,5.3,5.0,6.7
cierge,sjERZ,719.7,0.17,492.7,1252.2,666.0,2.02,5.2,6,5,1.9,1.75,8.9,2.9,6.2
cil,sil,736.1,0.17,414.7,1211.7,679.4,0.77,2.16,3,3,1.25,1,6.6,4.1,6.6
cime,sim,738.5,0.30,469.9,1247.8,705.2,1.08,4.46,4,3,1.55,1,9.3,3.2,4.4
cinq,s5k,628.9,0.03,461.1,1093.6,656.0,161.96,220.61,4,3,1.95,1.4,4.4,5.0,5.5
cintre,s5tR,853.0,0.40,531.4,1354.5,775.4,0.57,2.91,6,4,1.6,1.45,7.5,3.9,6.7
cire,siR,665.0,0.21,471.1,1170.5,648.3,6.29,16.02,4,3,1,1,8.6,3.3,5.7
cirque,siRk,704.1,0.09,489.4,1182.2,646.5,22.95,18.38,6,4,1.9,1.3,5.2,3.3,6.6
clair,klER,585.6,0.03,484.7,1136.9,696.3,101.15,104.59,5,4,1.55,1.05,6.7,5.3,4.3
clan,kl@,639.5,0.03,513.2,1175.8,622.9,7.61,13.51,4,3,1.4,1,9.2,3.9,3.5
claque,klak,642.5,0.00,538.6,1214.4,629.3,9.52,20.14,6,4,1.2,1,5.3,3.9,5.7
classe,klas,565.7,0.03,482.0,1195.9,602.0,74.23,93.78,6,4,1.25,1,4.9,5.5,5.4
clause,kloz,741.0,0.46,528.0,1302.9,751.8,2.94,1.01,6,4,1.7,1.5,12.8,3.0,2.0
clé,kle,569.4,0.03,513.8,1121.1,621.7,68.73,35,3,3,1.65,1.05,5.3,6.0,6.7
clerc,klER,715.8,0.46,552.7,1236.2,706.2,0.73,5.68,5,4,2,1.05,12.2,2.6,2.9
clic,klik,642.0,0.06,516.4,1155.6,NA,1.14,1.69,4,4,1.55,1.1,8.0,4.8,4.2
clip,klip,589.3,0.13,504.4,1142.5,668.1,2.12,0.61,4,4,1.65,1.45,10.4,4.7,4.9
clique,klik,695.7,0.06,533.2,1241.4,622.8,2.41,2.84,6,4,1.45,1.1,9.7,4.2,2.9
cloche,klOS,610.6,0.00,541.2,1214.4,608.5,18.5,21.28,6,4,1.65,1.5,6.1,3.6,6.7
cloître,klwatR,739.1,0.09,541.6,1240.0,740.3,0.99,6.35,7,6,2,1.7,11.6,2.8,3.6
clone,klon,691.2,0.17,510.0,1167.0,688.9,2.58,0.07,5,4,1.65,1.6,12.7,3.4,4.2
clope,klOp,700.3,0.13,541.5,1131.9,686.3,7.88,2.77,5,4,1.55,1.45,10.6,5.8,6.5
cloque,klOk,759.8,0.25,515.1,1220.9,692.5,1.14,2.97,6,4,1.35,1.35,9.1,3.0,5.2
clos,klo,627.6,0.03,503.3,1149.8,615.0,4.45,27.98,4,3,1.6,1,9.6,3.5,3.4
clou,klu,629.5,0.06,491.0,1108.2,703.1,7.79,10.2,4,3,1.55,1.25,6.6,3.6,6.7
clown,klun,660.2,0.03,522.1,1221.0,626.8,0.06,6.49,5,4,1.9,1.6,5.5,3.4,6.6
club,kl9b,595.1,0.09,500.7,1114.4,599.2,61.99,18.58,4,4,1.95,2,8.5,4.2,4.4
coche,kOS,716.2,0.48,531.4,1217.4,692.0,1.4,2.1,5,3,1.05,1,9.8,3.3,3.0
code,kOd,638.9,0.03,498.0,1108.2,607.2,44.71,13.72,4,3,1.15,1,8.1,4.4,4.7
coeur,k9R,609.9,0.00,492.9,1087.7,598.7,224.98,380.07,5,3,1.75,1.2,5.5,5.3,6.7
coffre,kOfR,688.9,0.03,529.2,1336.7,710.2,37.28,25.28,6,4,1.65,1.75,6.1,3.8,6.4
coiffe,kwaf,747.3,0.21,516.0,1241.4,703.5,2.43,7.71,6,4,1.65,1.4,9.3,3.6,4.8
coin,kw5,594.8,0.00,490.6,1110.1,582.5,93.43,167.09,4,3,1.4,1.4,5.5,4.4,5.0
coing,kw5,718.2,0.40,535.4,1152.2,NA,0.67,0.41,5,3,1.75,1.4,8.9,3.0,5.3
col,kOl,611.4,0.09,545.2,1126.9,721.2,8.35,51.82,3,3,1,1,7.5,4.0,5.4
colle,kOl,631.4,0.00,510.6,1173.7,614.4,26.27,20.2,5,3,1.2,1,5.7,4.6,6.4
comble,k§bl,734.7,0.09,535.1,1265.4,748.3,10.45,28.52,6,4,1.6,1.45,11.1,3.4,2.9
comme,kOm,580.6,0.03,510.0,1227.0,579.7,2903.72,3795,5,3,1.5,1,5.3,6.8,1.8
compte,k§t,613.9,0.00,527.3,1299.3,682.2,235.35,238.78,6,3,1.3,1,7.5,5.1,3.8
comte,k§t,746.6,0.35,521.7,1316.0,743.7,12.89,51.42,5,3,1.35,1,9.5,3.2,3.9
cône,kon,641.5,0.17,514.6,1147.4,697.8,0.78,2.57,4,3,1.75,1,9.0,3.3,5.7
conte,k§t,723.3,0.13,529.7,1223.1,671.0,9.08,7.64,5,3,1.05,1,5.4,3.6,4.5
contre,k§tR,651.0,0.09,506.9,1243.7,742.9,335.74,613.44,6,4,1.35,1,6.5,5.8,2.1
coq,kOk,652.9,0.03,500.1,1093.2,637.3,10.74,15.68,3,3,1.5,1,4.2,3.3,6.9
coque,kOk,698.1,0.13,528.2,1208.5,716.5,4.6,9.93,5,3,1.3,1,8.1,3.4,4.9
corde,kORd,647.4,0.06,508.8,1177.7,709.8,29.02,32.03,5,4,1.35,1.1,5.7,4.0,6.5
corne,kORn,663.1,0.17,519.6,1154.6,662.0,2.64,9.94,5,4,1.15,1.05,6.6,3.1,6.3
corps,kOR,609.7,0.00,511.8,1059.6,653.0,250.15,480.34,5,3,1.75,1,5.5,5.2,6.2
cote,kOt,703.7,0.17,505.8,1328.7,656.2,7.98,5.34,4,3,1,1,8.5,4.1,4.1
côte,kot,660.7,0.00,524.8,1106.5,586.3,25.86,90.74,4,3,1.65,1,7.8,4.4,5.0
cou,ku,586.6,0.06,483.5,1152.5,590.2,43.71,112.7,3,2,1,1,4.5,4.6,5.8
couche,kuS,670.1,0.03,503.5,1252.5,643.3,40.39,40.88,6,3,1.2,1,5.0,4.5,5.6
coude,kud,687.2,0.17,494.8,1275.9,595.7,5.36,33.24,5,3,1.25,1.1,5.3,4.5,6.6
coudre,kudR,731.3,0.06,540.0,1266.2,623.8,4.83,8.65,6,4,1.55,1.5,7.1,3.5,5.0
couette,kwEt,711.2,0.00,535.8,1187.9,667.9,1.34,1.28,7,4,1.65,1.55,6.8,5.5,6.7
coup,ku,599.1,0.06,486.0,1051.7,621.9,389.49,641.55,4,2,1.35,1,5.6,4.9,4.6
coupe,kup,649.9,0.06,483.5,1152.8,669.2,61.82,51.35,5,3,1.05,1,7.0,4.4,5.2
couple,kupl,607.5,0.00,478.3,1070.3,577.0,41.29,47.43,6,4,1.5,1.3,8.2,5.2,6.0
cour,kuR,642.2,0.09,524.4,1207.6,651.0,71.8,150.14,4,3,1.15,1,5.7,4.5,5.3
courbe,kuRb,682.8,0.03,524.2,1185.8,662.3,2.87,17.09,6,4,1.25,1,9.0,3.8,5.4
courge,kuRZ,776.5,0.46,554.8,1255.6,NA,1.38,0.61,6,4,1.55,1.3,9.9,2.9,5.4
cours,kuR,631.8,0.03,505.7,1121.7,604.8,161.8,186.02,5,3,1.05,1,8.5,6.7,4.5
course,kuRs,655.1,0.03,520.3,1229.7,667.5,41.14,52.3,6,4,1.25,1,5.7,4.5,4.9
court,kuR,614.0,0.00,509.2,1181.6,688.6,51.5,88.72,5,3,1.6,1,6.0,5.4,3.7
coût,ku,585.8,0.03,500.1,1122.6,529.8,3.58,1.22,4,2,1.5,1,9.2,4.8,3.3
crabe,kRab,625.1,0.06,504.7,1114.5,614.2,4.9,7.3,5,4,1.5,1.2,5.8,3.3,6.8
craie,kRE,704.4,0.09,510.5,1317.5,663.3,5.66,10.2,5,3,1.3,1,7.5,3.6,6.4
craindre,kR5dR,704.6,0.03,542.5,1325.4,630.7,18.73,19.73,8,5,2.5,1.85,12.4,4.3,2.6
crainte,kR5t,665.0,0.00,531.8,1263.3,657.7,18.15,50.27,7,4,1.85,1.65,9.1,4.2,2.7
crampe,kR@p,700.5,0.00,519.2,1239.4,694.3,2.62,2.84,6,4,1.7,1.55,9.9,4.0,4.7
cran,kR@,686.2,0.35,513.6,1130.9,694.2,13.61,6.96,4,3,1.5,1,9.4,3.4,3.3
crâne,kRan,617.8,0.00,483.8,1096.1,596.8,28.72,54.53,5,4,1.7,1.05,7.3,4.1,6.6
crasse,kRas,776.6,0.17,528.4,1339.7,802.1,3.16,13.11,6,4,1.3,1,7.7,3.7,4.4
crèche,kRES,695.3,0.03,506.6,1148.7,597.4,4.12,9.46,6,4,1.7,1.35,7.0,3.6,6.2
crème,kREm,611.7,0.03,450.8,1111.6,596.9,22.18,26.49,5,4,1.7,1.25,6.2,4.8,6.4
crêpe,kREp,599.3,0.03,506.3,1114.0,586.0,3.31,6.15,5,4,1.75,1.4,5.0,3.9,6.7
crête,kREt,682.1,0.09,517.7,1151.3,664.4,3.52,21.62,5,4,1.65,1,9.0,3.3,5.7
creux,kR2,617.1,0.06,489.2,1090.7,625.7,6.15,62.57,5,3,1.7,1.3,7.6,3.9,4.5
cri,kRi,641.7,0.00,477.3,1084.5,661.8,18.79,71.55,3,3,1.15,1,4.8,4.6,4.8
crible,kRibl,868.1,0.31,552.9,1287.2,741.0,1.16,1.55,6,5,1.6,1.55,12.7,3.1,2.2
crime,kRim,672.8,0.03,468.5,1208.4,572.9,81.77,29.32,5,4,1.4,1.15,9.4,4.2,4.7
crique,kRik,699.6,0.32,544.6,1281.8,950.9,1.06,3.78,6,4,1.55,1.1,11.7,2.9,4.3
crise,kRiz,648.0,0.03,491.4,1153.1,667.6,43.51,37.97,5,4,1.15,1.2,8.4,4.6,3.1
croc,kRo,779.1,0.21,513.7,1172.5,655.1,0.66,1.15,4,3,1.45,1,7.7,3.3,4.7
croire,kRwaR,624.2,0.00,504.0,1193.6,613.3,193.37,167.91,6,5,1.8,1.5,6.3,5.4,2.4
croître,kRwatR,748.6,0.13,525.1,1321.2,712.5,1.35,2.77,7,6,1.95,1.8,11.0,3.7,2.8
croix,kRwa,572.0,0.03,479.8,1068.7,600.8,29.1,71.62,5,4,1.8,1.2,5.8,3.1,6.6
crosse,kROs,712.8,0.13,503.5,1399.4,851.1,1.96,10.14,6,4,1.25,1.35,11.1,2.8,5.0
croupe,kRup,740.4,0.40,517.3,1271.3,797.1,0.64,10.95,6,4,1.6,1.45,10.0,3.3,3.6
croûte,kRut,697.5,0.00,503.9,1216.3,624.6,5.25,12.3,6,4,1.65,1.25,6.5,3.4,6.1
cru,kRy,665.0,0.06,479.1,1164.0,672.8,109.4,102.7,3,3,1.4,1,7.1,4.4,3.8
cruche,kRyS,727.7,0.06,499.6,1273.3,689.9,3.2,3.92,6,4,1.7,1.55,8.5,3.4,5.4
crue,kRy,681.7,0.17,494.7,1182.4,717.2,7.23,12.57,4,3,1.4,1,10.0,3.3,3.6
crypte,kRipt,733.8,0.13,531.7,1246.8,722.9,2.83,2.9,6,5,1.75,1.75,11.7,2.5,3.9
cube,kyb,651.2,0.00,530.6,1086.6,585.4,1.87,5.81,4,3,1.7,1.4,5.2,3.8,6.3
cuir,k8iR,588.4,0.13,495.1,1155.5,608.8,14.11,76.08,4,4,1.65,1.3,8.4,4.1,5.9
cuisse,k8is,611.3,0.00,508.7,1180.5,592.2,4.38,21.22,6,4,1.65,1.5,5.2,4.8,6.5
cuit,k8i,632.3,0.17,494.2,1186.2,643.1,11.32,9.32,4,3,1.45,1.25,6.2,5.1,4.4
cuivre,k8ivR,662.8,0.03,503.5,1218.2,579.6,4.74,30.68,6,5,1.7,1.7,10.2,3.1,4.9
culte,kylt,710.4,0.03,513.0,1226.6,640.0,4.74,13.58,5,4,1.7,1.4,10.8,3.8,2.8
cure,kyR,735.4,0.13,554.2,1231.1,777.6,5.99,8.32,4,3,1,1,9.5,3.5,2.8
cuve,kyv,702.0,0.09,511.7,1247.6,621.2,1.32,2.29,4,3,1.5,1.45,9.8,3.2,5.8
cycle,sikl,603.3,0.00,449.5,1067.1,655.6,5.69,4.05,5,4,1.9,1.55,10.1,3.9,3.6
cygne,siN,741.0,0.25,489.8,1159.6,704.6,5.28,4.66,5,3,1.85,1,6.2,3.1,6.4
daim,d5,770.1,0.40,500.4,1222.6,861.9,1.41,5.14,4,2,1.8,1,9.5,2.9,5.1
dalle,dal,695.7,0.13,489.4,1317.8,772.5,13.54,14.73,5,3,1.35,1,10.7,3.7,5.4
dame,dam,691.1,0.25,476.1,1326.2,663.2,95.56,110.07,4,3,1,1,5.2,4.6,6.3
dans,d@,587.5,0.03,449.6,1099.1,667.0,4658.59,8296.08,4,2,1.15,1,4.9,6.8,1.7
danse,d@s,577.4,0.00,491.4,1169.1,534.2,70.4,38.99,5,3,1.4,1.05,5.2,4.5,5.8
date,dat,593.4,0.00,449.2,1159.5,588.7,36.26,40.4,4,3,1.2,1,6.0,5.8,4.3
datte,dat,746.2,0.13,481.6,1214.2,NA,0.24,0.14,5,3,1.4,1,9.3,3.0,6.0
de,d2,580.0,0.00,444.2,1151.3,615.4,25220.96,38928.92,2,2,1,1,4.8,6.9,1.3
